minecraft_117_world_seed,nftworlds2021_id
-2071927969,1371
-2071569490,1241
-2071493915,4474
-2070117148,2049
-2070089739,7233
-2069312944,495
-2067779418,4268
-2067680181,822
-2067570588,9643
-2067222554,8381
-2067145666,8085
-2065929395,9417
-2065421381,6569
-2064377421,9636
-2063649503,5505
-2063015790,9093
-2062718957,9494
-2062625844,9789
-2062582704,5450
-2062375135,4855
-2062018358,5509
-2061586571,2834
-2060396088,6866
-2060395250,76
-2060224427,7746
-2059769571,1296
-2059737556,1937
-2059737304,3738
-2059033129,2383
-2058650031,7027
-2058442226,9341
-2058157837,6093
-2057799831,3153
-2057721225,3008
-2057198402,7984
-2057017513,2231
-2056885846,1050
-2056249406,1622
-2056088887,6501
-2055714748,7998
-2054773875,1173
-2054649164,4471
-2054443316,1548
-2054422799,8157
-2054357688,313
-2053167528,5304
-2052685228,7184
-2051578585,4485
-2051239459,4614
-2051174359,6657
-2050869601,5721
-2050745167,9879
-2050172805,5848
-2049962234,4367
-2049845498,5090
-2049645971,1991
-2049518003,7737
-2048849938,5299
-2048829654,6049
-2048195231,8193
-2047893271,5510
-2047550955,6370
-2046693753,2521
-2046473022,538
-2046337354,5109
-2045416056,3142
-2044512686,5077
-2044461121,1254
-2043366558,9111
-2042811002,3595
-2042142167,8469
-2041953561,7008
-2041701738,7269
-2041613110,6117
-2041466655,9698
-2040728426,1014
-2040682040,9131
-2040418623,7865
-2040077835,2626
-2039995831,789
-2039797721,8250
-2039392507,1727
-2038500261,3028
-2038498905,8722
-2037912751,4933
-2037606519,815
-2037427127,5292
-2036631363,2477
-2036263747,4671
-2036152130,7480
-2035970016,1185
-2035156892,9031
-2034701954,8138
-2033815615,2831
-2033240662,2191
-2032617774,9226
-2032295843,214
-2032067178,5712
-2031994794,5912
-2031915406,189
-2031704116,431
-2031677432,3621
-2030141610,5400
-2029630714,3927
-2029529068,7852
-2029031120,7897
-2028766391,5209
-2027855118,1412
-2027614927,5108
-2027495632,9391
-2027043181,5903
-2026861418,4245
-2026805920,7884
-2026408072,7963
-2025835568,136
-2025427094,291
-2025014336,572
-2024982781,3813
-2024281561,4709
-2024062983,2900
-2023968680,1208
-2023546331,6521
-2023452307,1551
-2022607422,5281
-2022469652,7649
-2022133171,8813
-2021978842,5008
-2021898976,7440
-2021810609,3040
-2021703744,8514
-2021679746,113
-2021494508,2824
-2021413649,9103
-2021329504,9382
-2021317175,5996
-2020511893,5839
-2020064534,3850
-2019475212,3587
-2019404875,4348
-2019283026,7883
-2018973758,4096
-2018946958,1563
-2018916692,4238
-2018905591,6771
-2017387529,1918
-2016950445,2912
-2016912152,9600
-2016666302,6121
-2016588336,2352
-2016494189,8441
-2016232989,6001
-2015879700,3233
-2015757071,2026
-2015166146,3535
-2014789556,23
-2014223684,9037
-2013868966,9804
-2012827710,2008
-2012780714,1877
-2012369534,3682
-2012277560,1215
-2011879361,7014
-2011540922,5167
-2011452440,1068
-2011411255,2510
-2010794153,8693
-2010754027,8387
-2010064652,9321
-2010010257,1685
-2009744096,8198
-2009036905,6806
-2008778056,9112
-2008424060,8805
-2007368440,9969
-2007295160,4153
-2006713468,8641
-2006661282,3001
-2006531486,7181
-2006393191,3792
-2006243936,8883
-2005655634,3086
-2005654006,3881
-2005088727,8434
-2004923179,4868
-2004732123,5783
-2003640519,4193
-2003204162,124
-2002623776,83
-2002494490,1263
-2002421490,2523
-2002127266,6099
-2001784509,7521
-2001480640,5414
-2001439832,7059
-2001000351,4253
-2000283528,3179
-2000133394,1394
-1999516461,3516
-1999494155,820
-1997468418,9914
-1994136851,2911
-1993834589,5288
-1993453854,6353
-1993322139,6889
-1993238149,4172
-1993155687,2189
-1992758309,2368
-1991543445,5741
-1991181060,499
-1991169714,300
-1989442415,2710
-1988707915,3258
-1988604521,9410
-1988150322,6067
-1987896773,4305
-1987673175,4783
-1986250650,2938
-1985658927,8701
-1984839037,9227
-1983366633,7724
-1981902495,6578
-1981880103,6266
-1981343779,3930
-1980922905,9877
-1980744383,7049
-1980719819,5380
-1980598137,4973
-1980247857,2089
-1980103629,1231
-1980006950,361
-1979772260,8227
-1979491016,8454
-1979261683,4584
-1978937334,8982
-1978447058,6409
-1977819020,289
-1977240978,4953
-1976956227,8776
-1976868447,2554
-1976848210,3006
-1976838127,835
-1976251395,3069
-1975861564,980
-1975131418,4302
-1972831745,7307
-1972176795,4968
-1971413149,2955
-1970874258,1683
-1970554465,5673
-1970476521,7161
-1970333462,4719
-1969608844,1767
-1968989857,849
-1968622351,3691
-1968591600,752
-1967672482,7067
-1967378875,8251
-1967353867,3264
-1966628655,5355
-1966260612,5095
-1965653630,8529
-1964608093,2358
-1964498703,8927
-1964167202,4650
-1962608442,818
-1962267229,9139
-1961993356,4373
-1961775219,5312
-1961476780,3672
-1961426151,7512
-1961146104,9726
-1960877503,7260
-1960071064,8649
-1959792258,297
-1959362998,8121
-1959021758,4537
-1958994384,2367
-1958804499,4628
-1958796836,8890
-1958309803,2216
-1957338495,8424
-1957278208,1799
-1956703880,5924
-1956592013,7599
-1955953474,7341
-1955150195,8823
-1955002618,3068
-1954819900,6103
-1954782508,4944
-1954459377,7488
-1954456879,5639
-1953925457,2461
-1953279646,4929
-1953095253,1401
-1952949647,6467
-1951694130,79
-1951682059,751
-1950341465,7391
-1949780273,9787
-1949413829,7807
-1949377264,4116
-1949175332,9449
-1948654248,8595
-1948493552,6176
-1948471075,6552
-1948147346,3994
-1947867741,5324
-1946827868,3169
-1946706543,675
-1946498422,5079
-1945932890,4226
-1945658764,9452
-1945540655,7549
-1945450561,362
-1945093835,3365
-1944873065,1116
-1944459608,9926
-1943312353,9304
-1943226874,8994
-1943195864,2507
-1943081384,786
-1942613426,2349
-1942374264,176
-1942114210,7919
-1941860048,439
-1941670413,1145
-1940376666,4301
-1939827015,5225
-1939048743,6883
-1938803635,2979
-1938684778,6629
-1938561941,1673
-1937980606,6742
-1937739716,6528
-1937035664,5254
-1936672443,8133
-1936647211,4930
-1936546701,2652
-1936055403,1415
-1935739172,1699
-1935717718,5182
-1935246414,3333
-1934988649,4881
-1934538775,39
-1934522164,3699
-1933504652,8129
-1933211300,2733
-1932692731,4678
-1932194434,6546
-1930527246,4068
-1930197190,8839
-1930099182,1317
-1928865415,7537
-1928789273,3461
-1928130917,5367
-1928006676,6583
-1927839369,5045
-1927420282,3021
-1926996840,841
-1926642976,1951
-1926564179,3675
-1926148249,5887
-1926113694,2448
-1925480613,9572
-1925069186,6799
-1924983541,6737
-1924226912,3311
-1924004889,6362
-1922967157,8215
-1922780027,3772
-1921647822,4660
-1921164833,744
-1920169616,9984
-1919762250,1498
-1919280649,2459
-1918795451,5541
-1918698601,1829
-1918555687,3472
-1917959318,7364
-1917763490,9929
-1917496169,1337
-1916784175,1186
-1916777920,4360
-1916606514,8815
-1916107104,6953
-1915787476,9004
-1915637361,8735
-1915131333,6622
-1914747860,1512
-1914712570,8782
-1914570256,3245
-1914461322,3421
-1914404658,7896
-1914182464,5245
-1914145398,18
-1913586374,4341
-1913537900,6320
-1913315995,17
-1912437282,5621
-1912385973,257
-1911847884,2359
-1911486536,1117
-1911184255,7819
-1911175974,6530
-1910287012,850
-1909366181,1718
-1909366134,9562
-1907988795,7098
-1907589587,8370
-1906923228,1111
-1906597564,2017
-1905964322,8344
-1905836599,8400
-1904802096,5134
-1904043075,5871
-1903594059,6159
-1902611040,2025
-1902598835,1649
-1902306511,795
-1900977377,4244
-1900371557,8902
-1899177522,7765
-1898425658,6882
-1897598366,1577
-1897056084,445
-1896983734,4488
-1896963369,7762
-1896955473,6591
-1896738716,6489
-1896554252,4715
-1896438345,6442
-1896131278,6270
-1896130839,3717
-1895345937,4216
-1895203714,3115
-1894909148,7863
-1894695740,1313
-1894265843,5446
-1894220313,280
-1894008489,1248
-1893569739,859
-1892663529,5852
-1892312106,1929
-1891265595,1457
-1891170866,4065
-1889828053,2803
-1889387983,1810
-1888953953,7124
-1888880125,2435
-1888875160,211
-1888205891,4073
-1887385822,4403
-1886291543,8918
-1886004842,8395
-1885931831,6483
-1885097170,6403
-1884691536,8622
-1884334558,4916
-1883266710,602
-1882755872,9773
-1882736372,9669
-1882719108,6827
-1882653699,2346
-1881949291,4318
-1881931135,2586
-1881881455,6614
-1881778924,1048
-1879367746,9225
-1878835454,719
-1878125796,9991
-1877992452,726
-1877615647,7738
-1876412654,8872
-1876254650,537
-1876006117,6468
-1875476496,9825
-1875464594,5071
-1875322401,828
-1874900858,4027
-1874149378,1121
-1874059139,6961
-1873837667,6074
-1873258966,9854
-1873079062,1660
-1872942807,7687
-1872582035,8231
-1872464850,1995
-1872103177,1617
-1871632828,2307
-1871587616,8759
-1870763516,4538
-1870705674,5143
-1870340502,9144
-1870298412,6126
-1870088291,363
-1869709525,8811
-1869707501,9616
-1869660419,371
-1869495578,7151
-1869412525,1500
-1869334488,9686
-1868441169,1700
-1868304169,2645
-1868157421,656
-1868109741,8429
-1868092159,1916
-1867757182,7387
-1867680154,139
-1866823837,9218
-1866594412,9198
-1866491931,669
-1866339773,2833
-1865671530,9019
-1865446634,1094
-1865407321,3156
-1865156189,2160
-1863884162,351
-1863543237,8079
-1862867936,2519
-1862727652,8456
-1862422581,8408
-1862233631,6493
-1861424202,7684
-1860919328,1031
-1860893423,3385
-1860652541,4489
-1860324327,2078
-1859619989,3221
-1859451617,6932
-1859102953,5888
-1858999381,120
-1858887301,6858
-1858487700,6877
-1857930703,562
-1857868708,4484
-1857834999,2302
-1857623416,2576
-1857331537,5133
-1855715522,2180
-1855412536,8671
-1855259874,7766
-1855096828,2244
-1855008195,767
-1854948194,8328
-1854127932,492
-1853462167,8867
-1853239942,3765
-1852969969,9671
-1852929321,9030
-1852713268,5915
-1852366352,4777
-1851896047,216
-1851542542,3829
-1851336655,7951
-1851073196,3163
-1850755489,1236
-1849987190,9439
-1849760002,447
-1849239346,2821
-1849238770,622
-1848848462,378
-1848798314,480
-1847868993,615
-1847391731,7642
-1846571625,4831
-1846410201,8743
-1845922063,1473
-1844613512,6010
-1844317874,6123
-1843803077,7958
-1843684958,3396
-1843486608,2437
-1843429876,5178
-1842620678,5480
-1842013047,2046
-1841474594,4983
-1841460622,2581
-1841382881,9874
-1841205070,145
-1841165217,4142
-1841074116,6788
-1840078951,8019
-1839908844,1820
-1839800839,7805
-1839746040,3317
-1839620512,2567
-1839528061,4801
-1838887230,5555
-1838837039,3652
-1838744191,1971
-1838209824,1668
-1837843424,8197
-1837675252,1824
-1837262126,6668
-1836478563,6870
-1835722512,5261
-1835581199,3527
-1835533999,6927
-1835189808,1167
-1835189016,2462
-1834619475,5585
-1834287387,1675
-1834117006,2798
-1833474142,2951
-1832861165,3280
-1832216874,4497
-1832013763,3450
-1831501852,514
-1831200642,4346
-1830838557,1889
-1829614656,2248
-1829378264,9729
-1828612429,7464
-1827707861,8995
-1827452917,3988
-1827218310,1349
-1827214729,5913
-1827197626,6423
-1825865923,43
-1825568362,8541
-1825453374,109
-1825362947,1464
-1825223011,9808
-1824866654,1352
-1824854738,8854
-1824599343,7840
-1823991963,7024
-1823808902,7664
-1823750748,4756
-1823699753,310
-1823507399,5128
-1823399587,8663
-1822543552,1690
-1821950037,9446
-1820714009,9561
-1820681437,9833
-1818716044,2135
-1818700856,6073
-1818378875,1441
-1817429577,5250
-1816360379,9272
-1816277104,605
-1815952969,1265
-1815298536,5049
-1815036987,7957
-1813662008,5016
-1813083665,6794
-1813069542,2998
-1812851416,4007
-1812795635,2538
-1812719980,9140
-1812497225,9701
-1811422673,7662
-1810747001,7465
-1808659524,4751
-1808552773,4817
-1807588414,3684
-1806754439,8628
-1806686416,25
-1806625842,4014
-1806004594,7297
-1806004579,8386
-1805166660,4679
-1805115338,7330
-1804011772,6144
-1803972407,9614
-1803348013,5277
-1802885309,9845
-1802281240,7752
-1801926797,2236
-1800624771,977
-1800055170,3594
-1799708161,9647
-1799398288,7825
-1799303841,2963
-1797628327,848
-1797560193,4891
-1797544047,3289
-1797467721,1642
-1797364758,2559
-1797256624,6436
-1797211977,6153
-1796824581,5593
-1796695306,2012
-1796382753,6170
-1795984938,5154
-1795797222,9778
-1795571043,8571
-1795566503,8437
-1795274467,2640
-1795059819,4317
-1794929304,170
-1794496914,6972
-1793592417,9288
-1791482372,1438
-1790776773,6975
-1788987904,7699
-1787830622,8067
-1787781630,4045
-1787328614,550
-1787290476,372
-1786767104,1917
-1786749394,8309
-1786475315,6705
-1785198028,7066
-1785056583,3609
-1784979397,5317
-1784979311,3656
-1784977499,7585
-1784565289,185
-1784239495,2381
-1783774120,2967
-1783326660,9603
-1783201759,8240
-1783162988,2373
-1782830040,9864
-1782644817,4541
-1781536087,2589
-1781422377,9985
-1781101258,1115
-1780314094,9142
-1780000412,2159
-1779736652,5536
-1779642579,5138
-1778833881,3328
-1777250105,8543
-1776667319,3213
-1776606145,3912
-1776524915,1232
-1776274822,7714
-1775445571,3874
-1774220368,6173
-1774108706,8086
-1773934055,2343
-1773398068,5817
-1773112359,911
-1773046154,5384
-1772982728,5001
-1772623692,7956
-1771595999,5778
-1771293089,2622
-1771217797,4257
-1770458221,5318
-1769492355,2852
-1769127791,5893
-1768368133,8584
-1767510984,4036
-1767427470,587
-1767219937,5872
-1767063423,1482
-1766895922,2430
-1766866887,2629
-1766809848,2692
-1766498787,7793
-1766073508,9241
-1764505691,4809
-1763054338,5767
-1762038638,8411
-1761567520,2213
-1761486694,3996
-1761405124,2483
-1760121628,7392
-1758514068,6880
-1757414570,7069
-1757000198,7734
-1755725878,569
-1755322018,9193
-1754587271,7711
-1754156093,968
-1754002265,2265
-1753741298,4636
-1753525307,1306
-1753343577,9823
-1753240982,8869
-1752712356,8969
-1752654431,9138
-1752548771,9467
-1751995935,275
-1751175732,1734
-1750578976,2711
-1750277600,4207
-1749669944,571
-1749578586,4154
-1749099928,2075
-1748699298,5065
-1746673809,7493
-1745927791,5656
-1745753172,1010
-1745697413,5794
-1744834570,9042
-1744548673,94
-1744156111,3247
-1743412690,6721
-1742748838,9426
-1742671884,7695
-1741993313,8432
-1741968370,84
-1741298945,9026
-1739868285,2847
-1738335924,7708
-1737693797,2658
-1736659524,9347
-1736557485,8493
-1736428387,5894
-1736038978,7123
-1735802649,4599
-1735524524,4566
-1735303118,9747
-1734550591,2360
-1734547893,4595
-1734516493,2372
-1733760595,9548
-1733718168,9151
-1733246140,4850
-1733019760,4164
-1732735794,8177
-1732412880,3002
-1732139116,4604
-1731740802,341
-1731474536,4424
-1731042824,9035
-1730985239,4788
-1730868120,8603
-1730215655,2901
-1729650857,9875
-1729198131,4746
-1728861462,1269
-1728645676,1128
-1728127155,5388
-1727925507,8935
-1727863536,5171
-1727739799,2120
-1727643963,4926
-1726965858,1340
-1726951955,2148
-1726584505,2739
-1725636843,2788
-1725257839,7180
-1725180448,1904
-1724913043,2648
-1724144526,6100
-1723979594,243
-1723908569,5012
-1723879605,9005
-1723516678,8600
-1723391781,6114
-1722914155,5674
-1722729792,3697
-1722439924,9771
-1722354670,9480
-1722252894,9170
-1721877115,1440
-1720836170,9165
-1720395757,6082
-1719994317,4760
-1719775732,7165
-1719464805,4058
-1719243119,9496
-1718628472,152
-1717066327,4459
-1716706510,9100
-1715174572,1408
-1715053978,4199
-1715014368,2869
-1714356252,1843
-1713534516,3646
-1713528063,9741
-1713374994,3526
-1712999937,6922
-1712902203,5271
-1712869149,7045
-1712202396,1355
-1711463065,3271
-1711056969,5709
-1710864779,1841
-1710766274,7643
-1710691378,6481
-1710669911,4392
-1710102525,7683
-1709971312,3209
-1709419030,1688
-1709058034,1324
-1708451903,7050
-1707630696,570
-1706893990,9360
-1706542271,1017
-1706478005,9322
-1705842926,1845
-1705472198,4218
-1704278623,241
-1703924323,1364
-1703821345,7935
-1703582024,4023
-1702912027,3019
-1702705863,701
-1701927754,6666
-1701472315,5338
-1701266440,8499
-1700280328,9440
-1699011421,7247
-1698857434,4204
-1698701198,7799
-1697961271,5796
-1697553876,3894
-1697542772,551
-1697004837,50
-1695497238,4246
-1695170559,427
-1693089815,253
-1692928598,756
-1692853288,269
-1692476645,2988
-1692196662,3917
-1691637234,899
-1691549991,7137
-1691125993,8989
-1691036844,5023
-1690554059,3108
-1690452212,6836
-1690383700,6131
-1690363747,7829
-1690140890,2520
-1689842383,7856
-1689782202,8730
-1688377384,9128
-1688211712,3619
-1688032658,9229
-1687768433,5693
-1687533520,2931
-1687159277,6281
-1686184227,478
-1686094170,4787
-1685926515,5113
-1685009012,7606
-1684989837,7232
-1684565072,7496
-1684562885,1226
-1683749057,787
-1683672015,4468
-1683646153,5716
-1683258580,4730
-1683025986,1201
-1682955664,6234
-1682561089,3441
-1682123343,6416
-1682090132,3364
-1681377361,2596
-1681063164,2899
-1680493423,2964
-1680209774,7325
-1680203030,2150
-1679724244,7350
-1679486248,9593
-1679376139,1883
-1679357515,3105
-1678919004,5647
-1677766258,414
-1677327114,4522
-1677212432,6171
-1676171643,2934
-1676040448,1620
-1676031524,7205
-1676021970,1429
-1675264821,9454
-1675168015,784
-1674980516,758
-1674872993,5358
-1673797841,5394
-1673676097,919
-1673090483,8634
-1672657417,6773
-1672599190,8954
-1672166648,8870
-1672037662,8246
-1671341170,4289
-1671142458,228
-1670856282,2744
-1670854780,1950
-1670276690,8919
-1668580691,6923
-1668273196,619
-1667200567,321
-1666752980,5452
-1666356874,5569
-1665322743,463
-1664694275,4148
-1663955479,3145
-1663427551,6946
-1663142853,633
-1662429014,644
-1662356802,7937
-1661491884,6807
-1660436298,1047
-1660147958,1920
-1659878950,1104
-1659827846,9629
-1659717806,1225
-1659715719,5397
-1657336712,3645
-1657324568,692
-1656922908,7487
-1656656853,7993
-1656551889,7326
-1656126265,5868
-1656009029,7946
-1655820514,4815
-1655737363,2357
-1655658075,5763
-1655530050,5907
-1654624152,9090
-1654048688,8458
-1653445259,8001
-1653247225,5116
-1653126805,5198
-1652351803,8896
-1650978904,6181
-1650652299,4010
-1649369425,7204
-1648868255,5431
-1648389729,112
-1647811677,3133
-1647624684,4663
-1647457370,6995
-1647318994,5782
-1647107238,3343
-1646772075,4640
-1646111518,6015
-1646096021,2805
-1646055310,4785
-1645952464,8002
-1645400584,4458
-1645065030,704
-1645039298,6211
-1644641314,1827
-1643946264,5104
-1642985547,6488
-1642475461,2076
-1642454291,3184
-1642014298,6347
-1642014283,7075
-1641455257,4685
-1641273142,5234
-1640227250,6422
-1640152811,7997
-1640114816,9043
-1639850487,3242
-1639662937,8955
-1639272175,1695
-1638292752,5500
-1638242301,8944
-1638201892,2839
-1637258195,2603
-1635393622,3483
-1635088026,5572
-1635080736,837
-1633895284,1443
-1633721405,9345
-1633054424,9276
-1632954014,3234
-1631804043,8277
-1631076820,5479
-1630898673,2553
-1630258838,9696
-1629684186,2517
-1629443983,8554
-1628782287,356
-1628581999,5846
-1626977295,1072
-1626846737,5289
-1626589791,2582
-1626352854,2544
-1625337879,6537
-1625238961,7246
-1623781269,8041
-1623600140,4563
-1623441309,5777
-1622754979,4858
-1621795060,7417
-1621385840,9993
-1621343654,855
-1621112128,183
-1620996185,682
-1620809484,1851
-1619970738,4389
-1618937363,9672
-1618603752,1080
-1618491211,5433
-1618384309,7948
-1617682746,9798
-1615585401,8378
-1615484848,9630
-1615447177,9384
-1615196856,2840
-1614995466,8147
-1614830392,1095
-1614708210,2962
-1614648305,6789
-1614603425,7132
-1614450599,2300
-1613438255,6063
-1613399262,4279
-1613311066,7803
-1612582081,5827
-1612387223,169
-1611128718,1249
-1610295452,1013
-1610020278,3454
-1609852325,6477
-1609464394,8266
-1609269159,9211
-1609204005,1785
-1608758375,5203
-1608666614,5717
-1608311486,2747
-1607337906,5861
-1606594977,6602
-1606522323,5014
-1606055321,7152
-1605654520,1009
-1605369966,6421
-1605137748,600
-1604634254,4039
-1604560918,8707
-1604484739,9750
-1603859121,7310
-1603334575,6470
-1603282001,85
-1603165540,3845
-1603015523,4655
-1601890854,3865
-1601535145,9553
-1601421668,2636
-1601170399,8397
-1600481163,8900
-1600170869,913
-1598251503,9748
-1598103026,325
-1597596100,8026
-1596611715,6380
-1596479121,7938
-1596017261,7186
-1595419105,1070
-1594911711,4603
-1594458622,3575
-1594114460,8065
-1593536401,6814
-1592784030,2043
-1591470182,5609
-1590053345,2644
-1589917848,5727
-1588304126,4977
-1588105969,8831
-1587525446,2065
-1587303132,3466
-1586684916,2294
-1586271257,9290
-1586149216,9956
-1585942446,4008
-1585928615,4854
-1585662950,7011
-1585611849,1847
-1585146331,2284
-1584795270,441
-1584637446,3685
-1584373570,407
-1584104067,9865
-1583460340,193
-1582510249,6762
-1581849626,6225
-1581601560,6231
-1581414338,4939
-1581212504,2617
-1581042763,6974
-1580459388,7
-1578454207,106
-1578238989,9746
-1578201509,5467
-1577601912,7732
-1575970145,857
-1575952197,2929
-1575566462,1281
-1574964597,1037
-1574775697,2726
-1574758045,52
-1574595679,5059
-1574388892,7047
-1574095883,3267
-1573917280,4261
-1573670752,5034
-1573450437,7082
-1573184309,4805
-1573076126,6236
-1572796534,6456
-1572385337,9853
-1572049323,8383
-1571870275,842
-1571393781,9689
-1571026767,5152
-1570828496,6741
-1570200349,2678
-1570077216,3099
-1569909324,9590
-1569744710,3077
-1569449833,9484
-1569000923,8317
-1568296751,7530
-1568221754,1858
-1567297362,2132
-1567139768,1635
-1567007905,8074
-1566926071,7690
-1566881597,7405
-1565688273,411
-1565360985,3282
-1565028184,9183
-1564925507,4001
-1564533241,6908
-1564510863,1424
-1562772209,429
-1562267127,303
-1562031067,4319
-1561572252,888
-1560387453,7305
-1560318802,7227
-1558612328,9095
-1558175008,5064
-1558158096,7679
-1557674830,1301
-1557515202,3895
-1557320840,8330
-1557228616,5867
-1556555050,8350
-1554137941,6427
-1554047481,8061
-1554006802,3448
-1552869507,1065
-1552432795,3278
-1552310071,6106
-1551988323,2699
-1550640429,9816
-1548922724,4690
-1547523399,468
-1547392228,4770
-1547243746,1005
-1546557698,2348
-1546054044,7131
-1546039368,8546
-1545250180,6295
-1545148314,3972
-1545040871,7080
-1544917201,6252
-1544891010,8879
-1544638522,7102
-1544096311,4659
-1543774643,3345
-1543023503,9059
-1541808329,4394
-1541569772,2590
-1540133728,8474
-1539984771,683
-1538294108,3477
-1537149190,5159
-1536687807,154
-1536508416,8830
-1536350412,8983
-1536337856,8941
-1536330182,1118
-1535419740,3457
-1534791504,3225
-1534231268,2547
-1533948011,3337
-1532007982,9251
-1531864214,4128
-1531748122,3313
-1531163359,7210
-1530892559,5883
-1530754786,6109
-1530130703,5944
-1530034844,7731
-1529965812,3192
-1529867009,1369
-1529136207,8887
-1528747068,7700
-1527519939,7502
-1526492349,6349
-1526277284,5120
-1526180418,8037
-1525986028,6718
-1525734972,1594
-1525623393,3018
-1525024185,3227
-1524774879,1816
-1524004656,6753
-1523686835,5132
-1523289415,7712
-1523223343,8708
-1522139474,8789
-1521851309,9806
-1521760790,260
-1520912529,4784
-1520751080,5710
-1520137856,4166
-1519634927,6275
-1519461398,487
-1519443821,2221
-1519154290,3736
-1519154202,9952
-1519122746,9166
-1518938894,5287
-1518310278,8723
-1518141093,557
-1517812451,6386
-1517162262,646
-1517022056,238
-1517001841,474
-1515826545,6652
-1515812579,2942
-1514980845,2376
-1514773702,9772
-1514720621,2601
-1513749601,8568
-1513623201,7632
-1512521801,8185
-1512352845,9114
-1510398561,5458
-1510383455,1083
-1509052495,4094
-1508927452,3187
-1508651924,4605
-1508556413,6283
-1508010776,6881
-1507922196,6598
-1507881496,1934
-1507694121,6764
-1507506923,1680
-1507436528,5602
-1504653500,4957
-1504402063,5032
-1504182495,1042
-1503613480,4985
-1503557077,4361
-1503305081,6662
-1501939852,1891
-1501591425,1758
-1501568117,3288
-1501229066,9728
-1500467418,994
-1500355660,3076
-1500319715,2183
-1499507672,9502
-1499484738,2297
-1498933943,4680
-1498623359,5276
-1498389072,8512
-1498176810,3485
-1497057069,2819
-1496724156,3654
-1496441016,1176
-1496387267,1028
-1496105676,477
-1495735225,5998
-1494972552,6327
-1493261671,2884
-1493195510,4716
-1493115352,9289
-1492967875,4313
-1491630228,8139
-1491298798,7477
-1490863870,1672
-1490828874,4531
-1490685357,9970
-1490289688,4323
-1490182924,7661
-1489204766,2876
-1488908624,8084
-1487891112,2178
-1487863487,6884
-1487607154,8799
-1487508928,3420
-1486774913,4893
-1486584157,991
